Operator,Well Name,Formation,Lateral Length,Stages,Township ,Range,Section,"Total Prop, lbs","Fluid, bbls",Date Fracd,Compl. Type,Latitude,Longitude,Fluid Type from DI,SPACING_CAPPED,12 month Cum Prod,Best1 Mo BOPD,Best3 Mo BOPD,Best6 Mo BOPD,Best9 Mo BOPD,Best12 Mo BOPD
Operator 32,Well 3947,MBH,8868,30,150,96,28,3525720,55318,1/9/2013,Sleeves,47.78708664,-102.973732,,591.31657,127.48,788.0999343,653.7913653,504.4269121,416.6374461,359.9002849
Operator 2,Well 3948,TFH,3902,16,153,95,33,839679,39065,10/24/2012,Sleeves,48.03738864,-102.9087029,SLICKWATER (HC),630.53743,105.7,477.0216963,445.496384,360.1084813,316.9040836,282.218387
Operator 43,Well 3949,MBH,8514,34,147,101,6,3594147,219456,10/11/2012,P & P,47.58779757,-103.5982635,,660,58.51,260.2564103,212.1301775,180.7747096,158.5835342,143.3486741
Operator 20,Well 395,TFH,5311,1,163,98,33,541104,6122,9/27/2007,,48.89492069,-103.3999657,,660,11.95,46.41683103,45.46351085,40.34626342,36.6900431,34.07845716
Operator 32,Well 3950,TFH,10685,30,150,96,28,3501140,56577,1/10/2013,Sleeves,47.78708741,-102.9739152,,650.137155,74.85,672.5180802,376.5285996,281.0979619,238.4250128,213.0889766
Operator 24,Well 3951,MBH,9521,28,152,99,33,4185866,88613,11/4/2012,P & P,47.93560703,-103.3566056,,660,182.8,840.0065746,774.6657901,648.7343853,549.3863686,483.8401271
Operator 24,Well 3952,TFH,9349,28,152,99,33,4423216,93401,11/4/2012,P & P,47.93560686,-103.3564831,,618.34652,113.11,523.5371466,481.6239316,388.1054131,332.8438893,291.5159982
Operator 45,Well 3953,MBH,9855,31,150,101,36,3764109,84451,9/24/2014,P & P (cmt.),47.76223739,-103.5551246,SLICKWATER (HC),611.563135,78.14,534.418146,379.7611221,297.9235152,249.72971,
Operator 34,Well 3954,MBH,9885,15,150,94,27,3528816,62940.83333,7/29/2012,P & P,47.78710335,-102.705251,,660,147.53,769.9868508,659.2373439,535.968661,457.005625,406.9581416
Operator 32,Well 3955,TFH,10539,20,152,96,2,2298691,35494,11/1/2012,Sleeves,48.02278996,-102.9235047,,660,100.98,519.9211045,365.2092921,305.5993864,261.9183286,234.7687925
Operator 32,Well 3956,TFH,8971,30,150,96,28,3405020,61149,1/6/2013,Sleeves,47.78708819,-102.9740984,,633.67384,105.31,798.0933596,564.1573526,401.7203594,328.8991161,288.0999343
Operator 2,Well 3957,MBH,3884,16,153,95,33,1687896,36282,10/2/2012,Sleeves,48.03738872,-102.9085189,LINEAR GEL (HC),660,113.09,656.1801446,550.81087,432.9333772,356.0632625,309.1387245
Operator 32,Well 3958,TFH,10547,20,152,96,2,2299355,35816,11/13/2012,Sleeves,48.02293083,-102.9282883,,621.713305,110.19,679.3885602,519.2965155,408.6894587,332.0805026,281.6951567
Operator 18,Well 3959,TFH,8464,30,152,95,35,1191843,48759,9/10/2012,P & P,47.93540161,-102.8096911,SLICKWATER (HC),660,128.75,701.2163051,562.3822047,426.1122069,363.4304916,321.1237125
Operator 20,Well 396,TFH,5617,1,163,98,16,709000,0,1/1/2007,No Data,48.93861416,-103.4037823,,660,16.55,81.49243918,66.7762437,55.79114618,50.48944408,47.42220031
Operator 6,Well 3960,MBH,8718,24,151,101,30,2834760,44491,10/25/2012,Sleeves,47.87645165,-103.6559636,LINEAR GEL (HC),660,54.78,290.9270217,234.7468771,200.0054789,178.6836146,164.3162393
Operator 18,Well 3961,MBH,8650,25,152,95,18,1129814,23713,4/19/2013,Sleeves,47.99071252,-102.8817028,,554.005315,105.01,741.1571335,502.8599606,387.3986412,319.3659142,278.9995617
Operator 32,Well 3962,MBH,10271,20,152,96,2,2297430,35555,10/30/2012,Sleeves,48.0229314,-102.9284723,,660,143.28,808.086785,684.2756958,552.3504274,464.2267514,406.5253123
Operator 41,Well 3963,TFH,10738,31,152,98,8,3557532,81750,1/6/2013,P & P,47.99357742,-103.2475728,,592.605115,110.1,391.3543721,369.6033311,338.5218058,301.3697129,272.3482358
Operator 11,Well 3964,TFH,12172,44,152,100,22,5624644,123815,10/24/2012,Sleeves,47.96504237,-103.4734851,,513.28154,154.29,771.6633794,623.5261889,522.2550953,456.7864709,406.8951348
Operator 41,Well 3965,MBH,10476,37,152,98,8,4094526,84103,4/19/2013,P & P,47.99365041,-103.2475202,,579.97992,132.42,506.4102564,478.5996055,426.2656147,392.2127255,355.5473373
Operator 11,Well 3966,MBH,9159,30,151,104,24,3337609,70320,1/11/2013,Sleeves,47.88150395,-103.927776,,660,54.85,212.1301775,190.5435021,173.9809336,156.3043319,143.3788078
Operator 32,Well 3967,TFH,10463,20,152,96,2,2302300,39499,11/13/2012,Sleeves,48.02300012,-102.9360649,,660,153.68,784.6482577,578.4242823,480.9719483,427.2919863,392.8309226
Operator 41,Well 3968,MBH,11052,48,152,98,8,3702464,89383,1/6/2013,P & P,47.99372331,-103.2474635,,595.03244,167.02,1173.865878,791.803638,598.7617795,517.5213675,466.4420337
Operator 41,Well 3969,MBH,9930,39,151,101,15,3883780,92489,10/9/2012,P & P,47.90523582,-103.6028786,,660,104.09,676.1341223,418.8034188,329.8706991,289.783768,258.3881218
Operator 22,Well 397,TFH,5390,1,161,98,30,401000,5375,9/24/2007,P & P,48.74853887,-103.4632673,,660,10.88,69.16502301,50.03287311,38.92724085,33.57075024,29.78303748
Operator 32,Well 3970,TFH,10410,20,152,96,1,2331631,37155,10/27/2012,Sleeves,48.02266452,-102.9166069,,487.567095,134.16,680.9664694,573.8439623,472.4304186,404.7118124,361.9493754
Operator 32,Well 3971,MBH,10432,18,152,96,2,1725000,27197,1/1/2012,No Data,48.02300156,-102.9362489,CROSSLINKED (HC),639.349795,73.29,282.34714,268.9239535,258.9634013,245.631529,229.6131931
Operator 1,Well 3972,TFH,9344,30,153,93,32,2821932,47859,8/9/2013,P & P,48.02480872,-102.670493,LINEAR GEL (HC),654.33849,150.05,738.0670611,645.9127767,541.4091606,467.4556213,416.7214552
Operator 1,Well 3973,MBH,10609,30,152,97,2,2900477,59089,6/26/2012,P & P,48.02282809,-103.0536437,CROSSLINKED (HC),660,156.28,669.0992768,573.6467236,510.9467456,468.0509898,428.5146833
Operator 22,Well 3974,TFH,10010,20,153,95,20,3212120,80837.16667,8/4/2012,Sleeves,48.05711153,-102.915136,,526.8152,118.56,693.5897436,579.9035722,442.7460004,367.0465337,319.9484988
Operator 32,Well 3975,TFH,10369,20,152,96,2,2300280,35457,11/19/2012,Sleeves,48.023003,-102.9364329,,628.008565,137.67,721.9592373,580.1555994,476.7148806,420.432464,384.8454964
Operator 1,Well 3976,MBH,9399,30,153,93,32,2836707,51251,8/3/2013,P & P,48.02477267,-102.6703172,LINEAR GEL (HC),654.33849,142.29,758.4812623,617.3460443,504.5912777,441.8657316,396.5017532
Operator 1,Well 3977,MBH,9587,30,151,100,29,2803639,55105,7/23/2012,P & P,47.87628852,-103.5100192,CROSSLINKED (HC),634.1902,98.91,698.8823143,538.5492001,401.0081087,320.5895244,276.6765286
Operator 41,Well 3978,TFH,9990,31,152,98,9,3641890,104922,5/22/2013,P & P,47.99423827,-103.2230609,,619.35611,90.86,316.5680473,302.2353715,281.4760026,265.6293374,249.2904887
Operator 43,Well 3979,MBH,7240,26,148,100,16,2064974,50393,10/22/2013,P & P,47.64542191,-103.4318651,,660,65.11,385.1413544,325.3342099,250.7834758,197.7207977,165.4366645
Operator 1,Well 398,MBH,8740,6,160,95,21,1008891,16019,6/25/2008,P & P,48.67594296,-102.9549352,,660,56.06,274.9835634,237.9026956,192.9761122,165.6877785,149.3726715
Operator 12,Well 3980,TFH,8851,44,150,94,20,8889960,106544,8/16/2013,P & P (cmt.),47.79021344,-102.7298175,SW-XL HYBRID,660,231.83,1051.742275,984.9769888,797.9235152,678.5375119,584.470195
Operator 36,Well 3981,TFH,9349,30,149,95,2,3656640,81044,7/26/2012,P & P,47.76009343,-102.7994468,LINEAR GEL (HC),609.924195,167.63,978.3037475,775.3451677,619.6581197,531.5691431,471.8359632
Operator 41,Well 3982,TFH,10244,26,152,98,9,3263460,88581,6/16/2013,P & P,47.99423707,-103.2231836,,534.406915,118.64,499.1781723,424.0959895,378.7475345,345.5146468,311.6562568
Operator 12,Well 3983,MBH,8244,28,151,95,24,3803751,50810,8/20/2012,P & P (cmt.),47.88675412,-102.7769916,LINEAR GEL (HC),392.944065,201.43,910.8481262,796.2305501,671.7072102,596.0954051,532.4101468
Operator 12,Well 3984,TFH,9572,47,150,94,20,9577580,114748,8/12/2013,P & P (cmt.),47.79034529,-102.7297487,SW-XL HYBRID,401.70285,227.93,1039.677844,880.5610344,690.6749945,603.0133684,546.8222661
Operator 24,Well 3985,TFH,8618,28,154,97,34,4107764,90548,2/2/2013,P & P,48.11302751,-103.136116,,579.794735,65.13,361.1768573,279.4981372,215.2805172,184.2830009,162.3383739
Operator 12,Well 3986,TFH,5792,29,151,95,24,2842939,45533,8/21/2012,P & P (cmt.),47.88679573,-102.7771833,,449.144295,115.92,602.3339908,500.2739426,415.2805172,346.2853386,297.4167215
Operator 22,Well 3987,MBH,9792,26,150,99,12,3255800,72148.97619,11/29/2012,Sleeves,47.82006369,-103.2935345,,493.27067,127.86,642.3734385,564.7490686,478.8187596,392.3734385,338.9546351
Operator 44,Well 3988,TFH,8960,35,149,97,2,3527453,68546,10/18/2012,OH,47.75985694,-103.0548373,SLICKWATER (HC),626.137865,95.62,346.0880999,315.6256849,287.1575718,265.3444371,248.4056542
Operator 12,Well 3989,TFH,10105,50,150,94,20,10111560,120941,8/7/2013,P & P,47.79060346,-102.7296191,CROSSLINKED (HC),660,292.36,993.0966469,948.5207101,875.8218277,805.7893199,736.3521806
Operator 6,Well 399,MBH,5707,4,160,95,14,579000,7043,1/1/2005,No Data,48.68940358,-102.9188525,,521.58994,9.37,59.92767916,40.03944773,31.89239535,27.28102856,24.70962086
Operator 22,Well 3990,TFH,10038,26,150,99,12,2633800,71756,12/4/2012,Sleeves,47.82006683,-103.2939216,,585.22726,89.69,403.9447732,375.4766601,314.0258602,263.6313829,231.0431734
Operator 41,Well 3991,TFH,9495,35,152,98,15,2740240,73634,11/6/2012,P & P,47.99142377,-103.2034257,SLICKWATER (HC),552.43493,62.16,352.8928337,312.4917817,246.5483235,201.8372416,169.9320622
Operator 41,Well 3992,MBH,9621,31,152,98,15,3891565,67832,12/13/2012,P & P,47.99142283,-103.2033031,,567.93268,113.84,413.5437212,377.9311856,342.9980276,320.9072978,299.3534955
Operator 12,Well 3993,TFH,9041,45,150,94,17,9046920,106883,5/23/2013,P & P (cmt.),47.80525046,-102.7307434,SW-XL HYBRID,660,247.08,1326.166995,1066.228359,878.287311,738.3921397,639.5463511
Operator 1,Well 3994,MBH,12844,35,152,99,2,3270347,62378,8/11/2012,P & P,48.01656863,-103.3190643,,454.222945,152.81,776.3313609,675.8053912,546.3784791,470.0562495,420.4251589
Operator 18,Well 3995,TFH,9184,30,152,95,30,1241690,50801,11/18/2012,Sleeves,47.96250539,-102.8873583,LINEAR GEL (HC),628.064525,99.28,616.5351742,492.4830156,354.2625466,295.8872087,262.4589086
Operator 12,Well 3996,MBH,9563,48,150,94,17,9764340,114109,6/7/2013,P & P,47.8050131,-102.7309576,CROSSLINKED (HC),581.346465,286.98,1320.414201,1253.835196,1005.708963,839.1591789,722.5838264
Operator 11,Well 3997,MBH,9421,30,150,101,27,3427524,67967,9/21/2012,Sleeves,47.78952798,-103.5896582,,660,68.94,380.2761341,260.7056761,220.2607933,192.31865,176.2080868
Operator 22,Well 3998,MBH,10040,26,150,99,12,3206140,77886.59524,12/8/2012,Sleeves,47.82006996,-103.2943087,SLICKWATER (HC),578.713015,144.42,692.4720579,586.7083059,520.0690335,434.6665206,376.5779093
Operator 18,Well 3999,MBH,10566,30,152,95,17,1496373,33288,11/14/2012,Sleeves,47.9911268,-102.8749922,,305.908265,226.49,1269.362262,1065.22025,843.1952663,703.9411206,616.2064431
Operator 1,Well 4,MBH,10654,1,142,99,1,845000,9342,1/1/2007,No Data,47.1402477,-103.1783909,,660,27.85,136.7521368,120.7648477,99.1726934,86.67543283,75.88209511
Operator 4,Well 40,TFH,9572,30,142,101,13,3756800,48944,11/1/2010,Sleeves,47.1116417,-103.4153847,,660,33.76,148.5535832,123.5700197,106.3828622,95.69727518,86.72200307
Operator 1,Well 400,MBH,3861,1,162,96,8,382000,0,1/1/2006,No Data,48.86589547,-103.1756467,,660,4.47,29.48717949,21.1374096,16.83651107,14.13543721,12.23153627
Operator 34,Well 4000,TFH,9880,16,150,94,25,3792693,61476.61905,12/2/2012,1 Sleeves and 15 P & P,47.78914256,-102.6625865,,431.34463,156,991.9460881,732.6101249,587.3493316,498.2029367,432.4895902
Operator 18,Well 4001,TFH,8915,34,152,95,35,1510525,57867,9/21/2012,Sleeves,47.9354017,-102.8098953,SLICKWATER (HC),660,129.1,924.4575937,619.3403463,469.5540215,386.9457228,340.4695376
Operator 18,Well 4002,TFH,9394,30,152,95,30,1221066,43720,11/24/2012,Sleeves,47.96236833,-102.8873592,SLICKWATER (HC),660,90.87,532.5772518,448.1700636,333.048433,275.553364,240.2312075
Operator 18,Well 4003,MBH,10346,30,152,95,17,1611652,33718,1/8/2012,Sleeves,47.99098973,-102.8749922,,526.641685,175.31,1260.848126,890.0832785,652.9202279,541.1242604,469.7704361
Operator 41,Well 4004,MBH,9553,30,153,97,20,3734795,81910,4/20/2013,P & P,48.05468635,-103.1858512,,559.11801,110.86,421.2031558,384.823581,352.2792023,316.2758419,286.7028271
Operator 11,Well 4005,TFH,8213,30,151,104,19,4195545,65216,4/22/2013,Sleeves,47.89085435,-104.0337178,,660,39.29,180.1117686,159.8728906,134.8454964,118.2117028,106.0404339
Operator 23,Well 4006,MBH,4207,20,152,96,32,1549257,36110,7/23/2012,Sleeves,47.9479902,-103.0024727,,660,66.93,454.2077581,321.751041,240.8831909,207.3124406,183.9305282
Operator 6,Well 4007,MBH,4679,18,153,95,18,2469515,38436,3/16/2013,Sleeves,48.08088171,-102.9555081,,660,72.94,378.43524,328.5667324,261.1658996,219.3366937,193.8828622
Operator 41,Well 4008,MBH,10109,31,153,97,20,3943212,79110,4/26/2013,P & P,48.05467533,-103.1857283,LINEAR GEL (HC),505.35771,97.3,418.7047995,349.298707,311.6754328,278.5849953,252.1066185
Operator 11,Well 4009,MBH/TFH,9575,30,151,104,19,3492083,69486,9/5/2012,Sleeves,47.89044315,-104.0337178,LINEAR GEL (HC),660,49.51,184.122288,160.0153408,142.9651545,132.6028198,125.2903791
Operator 1,Well 401,TFH,4841,1,162,97,15,637000,0,1/1/2007,No Data,48.85141817,-103.2482507,,660,7.99,43.06377383,34.41814596,28.77492877,25.1808021,22.9947403
Operator 4,Well 4010,MBH,9055,32,151,102,35,122385,14189,4/3/2013,Sleeves,47.84899233,-103.6981509,CROSSLINKED,578.27259,9.99,88.39579224,53.42976112,37.02607933,29.96566586,25.78347578
Operator 41,Well 4011,TFH,9306,29,153,97,20,3479973,88238,5/2/2013,P & P,48.05466157,-103.1856095,,610.81796,80.24,343.8856016,298.6741179,249.337059,212.667105,185.1660092
Operator 32,Well 4012,MBH,9810,30,148,98,29,3666308,58639,12/8/2012,Sleeves,47.61607906,-103.1921447,,660,70.13,312.4260355,293.206224,241.8858207,209.3067426,185.9604427
Operator 6,Well 4013,TFH,4462,18,153,95,18,1686900,46394,3/13/2013,Sleeves,48.08088229,-102.9558152,,660,95.93,471.9592373,392.4172693,332.9826868,285.3130251,253.5530353
Operator 41,Well 4014,TFH,10117,31,153,97,20,4015619,91122,5/7/2013,P & P,48.05465055,-103.1854867,,547.78158,79.94,326.7587114,290.1599825,241.063993,216.9552195,198.8467017
Operator 44,Well 4015,MBH,7946,33,149,97,2,3248701,97000,5/4/2014,OH,47.75985676,-103.0544545,LINEAR GEL (HC),601.39688,133.1,735.338593,609.5441595,486.1275477,406.362773,354.9802761
Operator 2,Well 4016,MBH,7029,28,150,98,16,2053281,45766.64286,11/25/2012,Sleeves,47.81781223,-103.2201479,,660,74.17,336.2919132,299.1562568,239.7161955,208.5250931,187.628753
Operator 12,Well 4017,TFH,10178,51,150,94,17,10317450,119162,6/2/2013,P & P,47.80489717,-102.7310646,CROSSLINKED (HC),660,232.25,1027.712032,899.6822266,817.0940171,723.1828475,637.6780627
Operator 1,Well 4018,MBH,9433,30,152,102,31,2237018,61395,10/6/2012,P & P,47.93639087,-103.7823816,,660,63.65,459.0729783,305.982906,229.0105194,194.4700124,173.6686391
Operator 2,Well 4019,TFH,6779,22,150,98,16,1847520,43244.5,11/28/2012,Sleeves,47.81793559,-103.2201479,,650.76142,60.08,311.8343195,244.5868946,201.7806268,180.0533275,161.4425816
Operator 1,Well 402,MBH/TFH,7194,1,162,95,7,787000,9355,1/1/2005,No Data,48.86606167,-103.0541058,,660,12.18,74.1617357,53.19964935,41.17904887,35.63810359,32.36631602
Operator 41,Well 4020,MBH,10097,40,151,101,15,3618340,87444,10/4/2012,P & P,47.90523548,-103.6029806,,660,119.12,702.0381328,543.1185623,403.9995617,345.7812842,305.5254219
Operator 41,Well 4021,MBH,10141,32,152,98,9,3939261,80977,5/19/2013,P & P,47.99423588,-103.2233062,CROSSLINKED (HC),598.12899,119.33,412.9191321,397.9289941,372.118124,352.8088246,327.2627657
Operator 1,Well 4022,MBH,9512,30,152,99,26,2698076,51032,5/6/2013,P & P,47.96288796,-103.3076423,LINEAR GEL (HC),660,120.55,881.3609467,636.5329827,464.8860399,377.0509168,328.6461758
Operator 2,Well 4023,MBH,3992,16,153,95,33,1669466,36146,10/3/2012,Sleeves,48.03738855,-102.908887,,630.53743,107.19,708.0210388,542.3734385,405.9993425,330.0314121,283.7415078
Operator 32,Well 4024,TFH,9493,30,153,96,33,3502360,54981,5/24/2013,Sleeves,48.02555858,-103.0422997,,660,128.27,583.3004602,491.8474688,427.805172,389.5353934,358.3853824
Operator 41,Well 4025,MBH,10189,38,152,104,35,3951537,69959,3/5/2013,P & P,47.94739526,-103.9669279,,660,85.16,407.4293228,363.3026518,300.1534078,260.2600628,230.1501205
Operator 1,Well 4026,TFH,9520,30,152,99,26,2566089,58626,1/18/2013,P & P,47.96288848,-103.3078261,LINEAR GEL (HC),617.633965,101.07,553.9119001,432.237563,359.4564979,305.7418365,269.7266053
Operator 2,Well 4027,MBH,9336,30,153,97,2,2655223,67839,10/7/2012,P & P,48.10965198,-103.1257662,,387.4073,75.04,330.539119,291.1133027,247.4578128,219.3586091,198.816568
Operator 32,Well 4028,TFH,9575,30,153,96,32,3475940,57303,5/24/2013,Sleeves,48.02556137,-103.0442385,,660,106.31,736.9822485,563.6971291,458.0813062,383.7606838,338.0999343
Operator 18,Well 4029,MBH,9184,30,150,99,30,1354699,34723,1/27/2013,Sleeves,47.78836966,-103.4039893,SLICKWATER (HC),660,79.13,724.0302433,434.0674995,304.3118562,246.9866316,212.8561254
Operator 22,Well 403,MBH,11796,1,161,98,14,1309000,0,1/1/2006,No Data,48.76456428,-103.3579341,,660,15.36,83.26758711,64.36554898,49.95616919,43.22813938,38.88341004
Operator 41,Well 4030,MBH,9181,30,152,104,35,3641681,64969,4/8/2013,P & P,47.94739572,-103.9670504,,197.893795,79.48,349.9671269,311.2754767,278.9721674,245.0872964,215.9955073
Operator 4,Well 4031,MBH,9561,27,149,100,14,2323460,33411,8/16/2012,Sleeves,47.73173375,-103.4371921,LINEAR GEL (HC),660,77.39,359.6646943,321.0387903,263.2862152,225.5314486,202.5805391
Operator 1,Well 4032,MBH,10208,30,152,99,26,2258819,60685,10/1/2012,P & P,47.96289077,-103.308643,SLICKWATER (HC),604.45913,116,528.6982249,523.4275696,425.2520272,359.5295493,312.9547447
Operator 2,Well 4033,MBH,9658,30,153,97,2,2874345,68972,10/16/2012,P & P,48.10989869,-103.1257696,,387.586145,90.93,497.7317554,348.2358098,292.2857769,260.698371,232.0403243
Operator 1,Well 4034,TFH,10210,30,152,99,26,1974181,58924,10/1/2012,P & P,47.96289128,-103.3088269,SLICKWATER (HC),604.45913,120.59,527.4161736,502.0271751,421.1428885,370.6881438,330.8897655
Operator 36,Well 4035,TFH,9047,30,149,95,2,3629300,90565,9/12/2012,P & P,47.75969448,-102.8081958,,320.34243,138.22,704.9309665,609.0072321,504.9200088,426.2984878,376.8819855
Operator 1,Well 4036,MBH,8703,30,152,102,33,2269422,61164,10/4/2012,P & P,47.93593327,-103.7461251,,660,86.49,396.6469428,343.9184747,292.4117905,251.3149244,225.0767039
Operator 36,Well 4037,TFH,9674,30,150,95,26,2229240,60048,1/11/2014,Sleeves,47.78830596,-102.7954981,LINEAR GEL (HC),609.114785,84.46,461.5713346,398.115275,301.1943897,252.940317,224.4822485
Operator 1,Well 4038,TFH,9763,30,151,99,1,2778172,63915,12/6/2012,P & P,47.9335813,-103.2847004,,331.95779,83.15,480.539119,395.0361604,306.5198334,255.1683834,225.2520272
Operator 27,Well 4039,MBH,8381,24,148,101,11,3126104,59767,10/29/2012,OH,47.64689613,-103.5080705,CROSSLINKED (HC),660,55.2,229.9145299,215.7571773,187.5136971,161.779531,142.7980495
Operator 1,Well 404,TFH,3821,1,161,95,36,658560,8626,5/4/2009,P & P,48.73437441,-102.9418872,,660,46.1,300.1643655,209.1825553,162.8643436,138.5272847,123.3152531
Operator 22,Well 4040,MBH,9992,26,150,99,12,3470980,80436,4/4/2014,Sleeves,47.81978004,-103.2873895,CROSSLINKED (HC),503.451845,127.98,639.1847469,607.5388998,485.4207758,404.5109212,348.0769231
Operator 18,Well 4041,MBH,9204,30,153,94,27,1265652,27389,3/19/2013,Sleeves,48.0518512,-102.7507287,,564.575015,79.69,587.6725838,418.5513916,304.985755,247.870553,212.8122945
Operator 38,Well 4042,TFH,9234,33,153,93,31,3129808,37451,8/6/2013,Sleeves,48.02426193,-102.695421,,645.696915,197.63,621.0387903,594.2581635,563.9491563,543.1112572,520.41968
Operator 24,Well 4043,TFH,7468,25,147,103,22,3767623,77470,2/19/2013,P & P,47.53323918,-103.7941976,,660,32.91,118.4746877,105.0515012,95.48542625,90.2695595,85.55226824
Operator 24,Well 4044,TFH,8831,28,146,99,3,3983871,97389,2/22/2013,P & P,47.50039556,-103.2847388,,655.59031,31.41,141.913215,121.4332676,104.9967127,89.7034115,78.58316897
Operator 4,Well 4045,MBH,9181,30,150,100,27,2844320,36834,10/4/2012,Sleeves,47.78839609,-103.4677611,LINEAR GEL (HC),480.92271,100.33,737.8698225,474.8849441,364.7819417,310.1395281,271.2387684
Operator 38,Well 4046,MBH,9527,33,153,93,31,3151500,40902,9/8/2012,Sleeves,48.02428285,-102.681263,CROSSLINKED (HC),660,153.27,874.4904668,676.2656147,547.7427131,462.8205128,403.5502959
Operator 33,Well 4047,MBH,4395,12,151,94,33,1341320,27566,1/2/2013,Sleeves,47.84870394,-102.7145536,,660,84.26,492.1433268,365.5270655,271.6085908,225.9113157,200.3451677
Operator 24,Well 4048,MBH,7903,27,146,99,3,3885006,91080,2/22/2013,P & P,47.50047779,-103.2847345,,655.59031,48.37,327.5147929,220.6114398,169.3239097,142.7386953,126.421762
Operator 18,Well 4049,MBH,9418,27,150,95,8,1216618,28043,2/5/2013,Sleeves,47.83219446,-102.8634452,LINEAR GEL (HC),583.63447,180.57,1000.558843,761.0344072,630.1227263,538.2314267,471.5894149
Operator 22,Well 405,TFH,5318,1,160,99,24,659000,5700,1/1/2007,No Data,48.67496022,-103.4262395,,660,9.62,50.39447732,45.69362262,35.8974359,30.42954197,26.29848784
Operator 45,Well 4050,MBH,9176,31,148,100,5,3863719,79644,11/17/2012,P & P,47.67399108,-103.4442873,CROSSLINKED (HC),654.765705,68.26,317.357002,272.3208416,236.8726715,202.4362627,182.2978304
Operator 33,Well 4051,MBH,9965,39,151,94,33,9462347,122942,12/4/2013,P & P (cmt.),47.84870394,-102.7141459,,570.721115,267.63,1280.670611,1052.169625,833.9798378,735.0865659,675.5780188
Operator 32,Well 4052,TFH,9087,30,152,96,22,3995760,64189,1/25/2013,Sleeves,47.96394721,-102.945731,,660,97.78,703.0571992,521.4003945,398.7015122,337.7091095,292.9952882
Operator 18,Well 4053,TFH,9062,30,150,95,8,1349887,25291,2/7/2013,Sleeves,47.83219535,-102.8636489,LINEAR GEL (HC),583.63447,174.22,862.1630506,771.3565637,622.8194171,519.2380744,447.8303748
Operator 41,Well 4054,TFH,9591,31,151,100,20,3833730,89804,4/25/2013,P & P,47.87858362,-103.5042141,LINEAR GEL (HC),593.61576,72.79,310.6180145,289.0970853,261.0618014,230.7728833,208.7771203
Operator 24,Well 4055,MBH,9337,35,152,103,27,4579492,245595,10/6/2012,P & P,47.96306235,-103.8518561,SW-GEL HYBRID,400.053235,126.26,511.4398422,451.7751479,389.9353496,341.5041274,310.3495507
